id,clip,stimulus,trustworthy,wealthy,kind,intelligent,honest,educated,humorous,confident,accent
105,taiwan_clip2,NA,2,3,4,3,2,3,2,2,taiwan
105,taiwan_clip3,NA,4,3,4,4,4,4,4,4,taiwan
105,taiwan_clip5,NA,4,3,4,4,4,4,4,4,taiwan
117,taiwan_clip1,NA,2,2,2,4,1,2,1,2,taiwan
117,taiwan_clip2,NA,2,2,1,1,5,2,2,4,taiwan
117,taiwan_clip3,NA,4,3,4,2,2,5,2,2,taiwan
117,taiwan_clip5,NA,4,2,2,5,2,4,2,2,taiwan
130,taiwan_clip1,NA,3,3,4,3,3,3,3,2,taiwan
130,taiwan_clip2,NA,4,3,4,4,4,3,3,3,taiwan
130,taiwan_clip3,NA,3,3,3,3,3,3,3,2,taiwan
130,taiwan_clip5,NA,4,2,3,3,3,2,3,3,taiwan
147,taiwan_clip1,NA,4,2,4,4,2,3,2,4,taiwan
147,taiwan_clip2,NA,4,4,5,4,4,4,3,3,taiwan
147,taiwan_clip3,NA,5,4,3,4,3,3,2,3,taiwan
147,taiwan_clip5,NA,4,4,3,4,4,4,4,3,taiwan
153,taiwan_clip1,NA,4,4,4,5,4,4,3,5,taiwan
153,taiwan_clip2,NA,4,4,4,4,4,5,3,5,taiwan
153,taiwan_clip3,NA,5,5,4,5,5,5,3,5,taiwan
153,taiwan_clip5,NA,5,4,5,5,5,5,3,5,taiwan
16,taiwan_clip1,NA,3,3,4,3,3,3,4,3,taiwan
16,taiwan_clip2,NA,4,4,4,4,4,5,3,3,taiwan
16,taiwan_clip3,NA,4,4,4,4,4,4,3,5,taiwan
16,taiwan_clip5,NA,4,3,3,4,4,4,2,3,taiwan
160,taiwan_clip1,NA,3,3,3,3,3,3,3,3,taiwan
160,taiwan_clip2,NA,3,3,3,4,3,4,3,4,taiwan
160,taiwan_clip3,NA,3,3,3,3,3,3,3,3,taiwan
160,taiwan_clip5,NA,3,3,3,3,3,3,3,3,taiwan
167,taiwan_clip1,NA,2,2,3,2,3,2,3,3,taiwan
167,taiwan_clip2,NA,4,2,2,2,4,2,3,4,taiwan
167,taiwan_clip3,NA,2,2,2,3,4,3,3,2,taiwan
167,taiwan_clip5,NA,4,2,3,3,3,2,2,2,taiwan
17,taiwan_clip1,NA,3,3,3,3,3,3,2,2,taiwan
17,taiwan_clip2,NA,3,3,3,3,4,4,2,4,taiwan
17,taiwan_clip3,NA,3,3,3,3,3,3,1,3,taiwan
17,taiwan_clip5,NA,3,3,3,3,3,3,1,2,taiwan
175,taiwan_clip1,NA,3,2,2,4,4,3,2,4,taiwan
175,taiwan_clip2,NA,3,3,3,3,4,3,2,4,taiwan
175,taiwan_clip3,NA,4,2,2,3,2,3,1,4,taiwan
175,taiwan_clip5,NA,3,4,2,3,2,2,2,4,taiwan
178,taiwan_clip1,NA,3,3,3,3,3,3,3,3,taiwan
178,taiwan_clip2,NA,3,3,3,3,3,4,2,3,taiwan
178,taiwan_clip3,NA,3,3,3,3,3,3,2,3,taiwan
178,taiwan_clip5,NA,2,3,3,3,2,3,2,2,taiwan
18,taiwan_clip1,NA,3,3,3,3,3,3,3,3,taiwan
18,taiwan_clip2,NA,3,3,3,3,3,3,3,3,taiwan
18,taiwan_clip3,NA,3,3,3,3,3,3,3,3,taiwan
18,taiwan_clip5,NA,3,3,3,3,3,3,3,3,taiwan
184,taiwan_clip1,NA,3,3,3,3,3,3,3,3,taiwan
184,taiwan_clip2,NA,2,3,3,3,3,3,3,3,taiwan
184,taiwan_clip3,NA,3,3,3,3,3,3,3,2,taiwan
184,taiwan_clip5,NA,3,3,3,3,3,3,3,3,taiwan
189,taiwan_clip1,NA,4,3,3,4,4,4,2,3,taiwan
189,taiwan_clip2,NA,4,3,3,3,4,4,1,3,taiwan
189,taiwan_clip3,NA,3,3,3,3,4,4,1,3,taiwan
189,taiwan_clip5,NA,4,3,3,3,4,4,2,3,taiwan
191,taiwan_clip1,NA,3,3,3,3,3,3,3,3,taiwan
191,taiwan_clip2,NA,3,3,3,3,3,3,3,3,taiwan
191,taiwan_clip3,NA,3,3,3,3,3,3,3,3,taiwan
191,taiwan_clip5,NA,3,3,3,3,3,3,3,3,taiwan
195,taiwan_clip1,NA,3,3,3,3,3,3,3,3,taiwan
195,taiwan_clip2,NA,3,3,3,3,3,3,3,3,taiwan
195,taiwan_clip3,NA,3,3,3,3,3,3,3,3,taiwan
195,taiwan_clip5,NA,3,3,3,3,3,3,3,3,taiwan
202,taiwan_clip1,NA,4,4,4,4,4,4,4,4,taiwan
202,taiwan_clip2,NA,3,4,3,4,4,3,4,4,taiwan
202,taiwan_clip3,NA,4,3,3,3,4,3,2,4,taiwan
202,taiwan_clip5,NA,3,3,4,3,3,3,4,4,taiwan
212,taiwan_clip1,NA,3,1,0,5,2,6,6,4,taiwan
212,taiwan_clip2,NA,3,3,2,2,3,2,4,4,taiwan
212,taiwan_clip3,NA,5,5,6,6,5,6,4,4,taiwan
212,taiwan_clip5,NA,3,2,2,1,3,1,4,4,taiwan
217,taiwan_clip1,NA,2,3,3,3,3,3,3,2,taiwan
217,taiwan_clip2,NA,3,3,3,3,4,3,3,3,taiwan
217,taiwan_clip3,NA,3,3,3,3,3,3,2,3,taiwan
217,taiwan_clip5,NA,3,3,3,3,4,3,2,2,taiwan
245,taiwan_clip1,NA,3,3,3,3,3,3,3,3,taiwan
245,taiwan_clip2,NA,3,3,3,3,3,3,3,3,taiwan
245,taiwan_clip3,NA,3,3,3,3,3,3,3,3,taiwan
245,taiwan_clip5,NA,3,3,3,3,3,3,3,3,taiwan
249,taiwan_clip1,NA,5,6,5,5,4,5,4,5,taiwan
249,taiwan_clip2,NA,5,5,5,5,5,5,5,6,taiwan
249,taiwan_clip3,NA,5,5,5,5,5,5,6,5,taiwan
249,taiwan_clip5,NA,5,5,5,5,5,5,5,5,taiwan
257,taiwan_clip1,NA,3,3,3,3,3,3,3,3,taiwan
257,taiwan_clip2,NA,3,3,3,3,3,3,3,3,taiwan
257,taiwan_clip3,NA,3,3,3,3,3,3,3,3,taiwan
257,taiwan_clip5,NA,3,3,3,3,3,3,3,3,taiwan
264,taiwan_clip1,NA,3,3,3,3,4,3,3,3,taiwan
264,taiwan_clip2,NA,4,3,3,3,3,3,3,3,taiwan
264,taiwan_clip3,NA,3,3,3,3,3,3,3,3,taiwan
264,taiwan_clip5,NA,3,3,3,4,3,4,3,3,taiwan
269,taiwan_clip1,NA,3,3,3,3,3,3,2,2,taiwan
269,taiwan_clip2,NA,4,3,3,4,3,4,3,5,taiwan
269,taiwan_clip3,NA,4,3,3,3,3,3,4,3,taiwan
269,taiwan_clip5,NA,3,3,3,4,3,4,3,4,taiwan
274,taiwan_clip1,NA,4,2,4,3,4,4,3,4,taiwan
274,taiwan_clip2,NA,4,3,5,4,4,5,4,5,taiwan
274,taiwan_clip3,NA,4,2,4,4,4,4,2,3,taiwan
274,taiwan_clip5,NA,4,3,5,4,4,4,3,5,taiwan
290,taiwan_clip1,NA,4,3,3,3,4,3,3,4,taiwan
290,taiwan_clip2,NA,3,4,3,3,4,3,3,5,taiwan
290,taiwan_clip3,NA,3,3,3,3,4,3,3,4,taiwan
290,taiwan_clip5,NA,4,3,4,5,3,5,3,5,taiwan
292,taiwan_clip1,NA,3,4,3,3,4,4,3,4,taiwan
292,taiwan_clip2,NA,3,5,3,5,5,5,3,5,taiwan
292,taiwan_clip3,NA,3,5,5,5,5,5,3,5,taiwan
292,taiwan_clip5,NA,3,5,5,5,5,5,3,5,taiwan
294,taiwan_clip1,NA,3,3,3,4,3,3,3,3,taiwan
294,taiwan_clip2,NA,3,3,3,3,3,3,3,3,taiwan
294,taiwan_clip3,NA,3,3,3,3,3,3,3,3,taiwan
294,taiwan_clip5,NA,3,3,3,2,3,3,1,3,taiwan
295,taiwan_clip1,NA,4,3,3,3,4,3,3,3,taiwan
295,taiwan_clip2,NA,4,3,3,4,4,4,3,3,taiwan
295,taiwan_clip3,NA,4,3,3,4,4,4,3,4,taiwan
295,taiwan_clip5,NA,3,3,3,4,3,4,3,4,taiwan
297,taiwan_clip1,NA,3,3,3,3,3,3,3,3,taiwan
297,taiwan_clip2,NA,3,3,3,3,3,3,3,3,taiwan
297,taiwan_clip3,NA,4,3,3,3,3,3,4,3,taiwan
297,taiwan_clip5,NA,3,3,3,3,3,3,3,3,taiwan
311,taiwan_clip1,NA,4,3,3,4,3,4,3,3,taiwan
311,taiwan_clip2,NA,3,3,3,4,3,4,3,4,taiwan
311,taiwan_clip3,NA,3,3,3,3,3,3,3,4,taiwan
311,taiwan_clip5,NA,4,3,4,3,4,4,4,4,taiwan
323,taiwan_clip1,NA,6,3,3,3,3,3,3,2,taiwan
323,taiwan_clip2,NA,3,3,3,3,3,3,3,3,taiwan
323,taiwan_clip3,NA,3,3,6,3,3,3,3,5,taiwan
323,taiwan_clip5,NA,3,3,4,3,3,3,3,3,taiwan
330,taiwan_clip1,NA,5,4,5,5,4,5,3,5,taiwan
330,taiwan_clip2,NA,5,5,5,5,5,5,3,5,taiwan
330,taiwan_clip3,NA,5,5,5,5,5,5,3,5,taiwan
330,taiwan_clip5,NA,5,3,5,6,5,5,3,5,taiwan
332,taiwan_clip1,NA,2,4,1,4,3,4,1,5,taiwan
332,taiwan_clip2,NA,4,5,0,4,4,4,0,6,taiwan
332,taiwan_clip3,NA,2,4,2,2,3,3,1,4,taiwan
332,taiwan_clip5,NA,2,3,2,3,4,3,1,4,taiwan
339,taiwan_clip1,NA,2,3,3,3,3,4,2,3,taiwan
339,taiwan_clip2,NA,4,4,3,4,3,4,3,4,taiwan
339,taiwan_clip3,NA,4,3,3,4,4,4,2,2,taiwan
339,taiwan_clip5,NA,4,4,3,4,3,4,3,4,taiwan
34,taiwan_clip1,NA,4,3,3,3,4,2,3,3,taiwan
34,taiwan_clip2,NA,5,5,5,5,5,5,5,5,taiwan
34,taiwan_clip3,NA,5,5,5,5,5,5,5,5,taiwan
34,taiwan_clip5,NA,4,3,4,4,4,4,2,5,taiwan
347,taiwan_clip1,NA,3,2,3,2,3,3,1,3,taiwan
347,taiwan_clip2,NA,3,3,3,3,3,3,3,3,taiwan
347,taiwan_clip3,NA,3,3,3,3,3,3,3,3,taiwan
347,taiwan_clip5,NA,3,3,3,3,3,3,3,3,taiwan
352,taiwan_clip1,NA,2,3,3,3,3,3,3,2,taiwan
352,taiwan_clip2,NA,3,3,5,3,2,3,2,5,taiwan
352,taiwan_clip3,NA,5,5,5,4,5,4,4,5,taiwan
352,taiwan_clip5,NA,3,3,3,4,4,3,3,3,taiwan
358,taiwan_clip1,NA,3,3,3,4,3,3,3,3,taiwan
358,taiwan_clip2,NA,2,4,4,4,4,4,4,4,taiwan
358,taiwan_clip3,NA,2,5,5,5,5,5,5,5,taiwan
358,taiwan_clip5,NA,2,4,4,4,4,4,4,4,taiwan
363,taiwan_clip1,NA,4,2,2,4,3,4,1,4,taiwan
363,taiwan_clip2,NA,2,2,2,2,3,4,2,4,taiwan
363,taiwan_clip3,NA,4,4,4,4,3,4,2,4,taiwan
363,taiwan_clip5,NA,4,4,4,3,3,3,2,4,taiwan
44,taiwan_clip1,NA,5,4,4,5,4,4,5,4,taiwan
44,taiwan_clip2,NA,3,3,3,4,4,5,5,3,taiwan
44,taiwan_clip3,NA,6,4,4,4,4,4,5,4,taiwan
44,taiwan_clip5,NA,5,4,5,4,4,4,4,3,taiwan
52,taiwan_clip1,NA,2,3,3,3,4,3,2,2,taiwan
52,taiwan_clip2,NA,4,3,3,3,4,4,2,3,taiwan
52,taiwan_clip3,NA,4,3,3,3,4,4,2,3,taiwan
52,taiwan_clip5,NA,3,3,3,3,3,3,2,2,taiwan
69,taiwan_clip1,NA,3,3,3,3,3,3,3,4,taiwan
69,taiwan_clip2,NA,3,3,3,3,3,3,3,4,taiwan
69,taiwan_clip3,NA,3,3,2,3,4,3,3,2,taiwan
69,taiwan_clip5,NA,3,3,3,3,3,3,3,3,taiwan
70,taiwan_clip1,NA,3,3,2,3,4,3,3,3,taiwan
70,taiwan_clip2,NA,3,3,3,3,3,3,3,3,taiwan
70,taiwan_clip3,NA,4,3,3,3,4,3,3,4,taiwan
70,taiwan_clip5,NA,3,3,3,3,3,3,3,3,taiwan
83,taiwan_clip1,NA,5,3,4,5,4,5,4,5,taiwan
83,taiwan_clip2,NA,4,3,5,5,4,4,5,5,taiwan
83,taiwan_clip3,NA,4,3,4,4,4,4,4,4,taiwan
83,taiwan_clip5,NA,3,3,3,4,3,4,4,3,taiwan
91,taiwan_clip1,NA,3,3,3,4,3,3,2,3,taiwan
91,taiwan_clip2,NA,5,3,3,5,4,5,3,4,taiwan
91,taiwan_clip3,NA,5,3,3,4,4,4,3,3,taiwan
91,taiwan_clip5,NA,3,3,3,3,3,4,4,3,taiwan
103,singapore_clip1,NA,3,3,3,3,3,3,3,2,singapore
103,singapore_clip2,NA,3,3,3,3,3,3,3,3,singapore
103,singapore_clip3,NA,3,3,3,3,3,3,3,2,singapore
103,singapore_clip5,NA,3,3,3,3,3,3,3,4,singapore
105,singapore_clip1,NA,4,3,5,4,4,4,4,4,singapore
105,singapore_clip2,NA,4,3,4,4,4,4,4,4,singapore
105,singapore_clip3,NA,4,3,4,4,4,4,4,4,singapore
105,singapore_clip5,NA,4,3,4,4,4,4,4,4,singapore
117,singapore_clip1,NA,1,1,1,1,1,1,1,1,singapore
117,singapore_clip2,NA,1,1,5,1,5,2,5,1,singapore
117,singapore_clip3,NA,5,4,2,2,2,4,4,4,singapore
117,singapore_clip5,NA,4,1,5,4,5,4,4,5,singapore
130,singapore_clip1,NA,2,2,3,3,3,2,3,2,singapore
130,singapore_clip2,NA,4,3,4,4,4,5,4,5,singapore
130,singapore_clip3,NA,4,4,4,4,4,4,4,4,singapore
130,singapore_clip5,NA,4,3,4,3,3,4,3,4,singapore
147,singapore_clip1,NA,4,4,3,3,4,3,3,4,singapore
147,singapore_clip2,NA,4,3,3,3,4,3,2,5,singapore
147,singapore_clip3,NA,4,3,4,3,4,4,3,3,singapore
147,singapore_clip5,NA,5,4,3,4,4,4,4,4,singapore
153,singapore_clip1,NA,5,4,5,5,5,5,3,5,singapore
153,singapore_clip2,NA,5,4,5,5,5,5,3,5,singapore
153,singapore_clip3,NA,5,4,5,5,5,5,3,5,singapore
153,singapore_clip5,NA,5,4,5,5,5,5,3,5,singapore
16,singapore_clip1,NA,4,3,4,4,4,4,3,3,singapore
16,singapore_clip2,NA,4,4,4,4,4,4,3,3,singapore
16,singapore_clip3,NA,4,4,5,4,4,4,4,4,singapore
16,singapore_clip5,NA,4,4,4,4,4,4,3,3,singapore
160,singapore_clip1,NA,4,3,4,3,4,3,3,3,singapore
160,singapore_clip2,NA,4,3,3,3,4,3,3,3,singapore
160,singapore_clip3,NA,4,3,3,4,3,4,3,4,singapore
160,singapore_clip5,NA,3,3,3,3,3,3,3,3,singapore
167,singapore_clip1,NA,4,2,3,4,3,3,3,3,singapore
167,singapore_clip2,NA,1,1,1,1,2,3,3,3,singapore
167,singapore_clip3,NA,2,2,3,2,4,2,2,4,singapore
167,singapore_clip5,NA,3,2,2,3,4,2,3,3,singapore
17,singapore_clip1,NA,3,3,4,3,4,3,3,3,singapore
17,singapore_clip2,NA,3,3,4,3,4,3,3,3,singapore
17,singapore_clip3,NA,4,3,4,3,4,3,3,3,singapore
17,singapore_clip5,NA,3,3,3,3,4,3,2,3,singapore
175,singapore_clip1,NA,4,3,4,3,4,3,3,4,singapore
175,singapore_clip2,NA,4,3,3,3,5,3,3,5,singapore
175,singapore_clip3,NA,4,2,3,3,4,3,4,4,singapore
175,singapore_clip5,NA,4,3,4,4,4,3,4,4,singapore
178,singapore_clip1,NA,4,3,4,3,4,3,3,3,singapore
178,singapore_clip2,NA,3,3,3,3,4,3,3,2,singapore
178,singapore_clip3,NA,4,4,3,3,4,3,3,3,singapore
178,singapore_clip5,NA,3,3,3,3,3,3,3,3,singapore
18,singapore_clip1,NA,3,3,3,3,3,3,3,3,singapore
18,singapore_clip2,NA,3,3,3,3,3,3,3,3,singapore
18,singapore_clip3,NA,3,3,3,3,3,3,3,3,singapore
18,singapore_clip5,NA,3,3,3,3,3,3,3,3,singapore
184,singapore_clip1,NA,3,3,3,3,3,3,3,2,singapore
184,singapore_clip2,NA,3,3,3,3,3,3,3,2,singapore
184,singapore_clip3,NA,3,4,3,3,3,3,3,2,singapore
184,singapore_clip5,NA,3,3,3,3,3,3,3,3,singapore
189,singapore_clip1,NA,4,3,4,4,4,4,3,3,singapore
189,singapore_clip2,NA,4,3,4,3,4,4,3,4,singapore
189,singapore_clip3,NA,4,3,4,3,5,3,3,4,singapore
189,singapore_clip5,NA,4,3,4,4,4,3,3,3,singapore
191,singapore_clip1,NA,3,3,3,3,3,3,3,3,singapore
191,singapore_clip2,NA,3,3,3,3,3,3,3,3,singapore
191,singapore_clip3,NA,3,3,3,3,3,3,3,3,singapore
191,singapore_clip5,NA,3,3,3,3,3,3,3,3,singapore
195,singapore_clip1,NA,3,3,3,3,3,3,3,3,singapore
195,singapore_clip2,NA,3,3,3,3,3,3,3,3,singapore
195,singapore_clip3,NA,3,3,3,3,3,3,3,3,singapore
195,singapore_clip5,NA,3,3,3,3,3,3,3,3,singapore
202,singapore_clip1,NA,3,3,3,3,4,3,4,4,singapore
202,singapore_clip2,NA,3,3,3,3,4,3,4,4,singapore
202,singapore_clip3,NA,4,4,4,4,4,4,4,4,singapore
202,singapore_clip5,NA,3,4,4,3,4,3,4,4,singapore
212,singapore_clip1,NA,4,3,3,2,4,2,5,5,singapore
212,singapore_clip2,NA,3,1,0,5,2,6,6,4,singapore
212,singapore_clip3,NA,6,5,5,4,6,4,0,0,singapore
212,singapore_clip5,NA,6,4,3,1,5,2,2,0,singapore
217,singapore_clip1,NA,3,3,3,3,3,3,4,4,singapore
217,singapore_clip2,NA,4,3,3,4,4,4,3,4,singapore
217,singapore_clip3,NA,3,3,3,3,4,3,3,5,singapore
217,singapore_clip5,NA,3,3,4,3,3,3,3,3,singapore
245,singapore_clip1,NA,3,3,3,3,3,3,3,3,singapore
245,singapore_clip2,NA,3,3,3,3,3,3,3,3,singapore
245,singapore_clip3,NA,3,3,3,3,3,3,3,3,singapore
245,singapore_clip5,NA,3,3,3,4,3,3,3,3,singapore
249,singapore_clip1,NA,5,5,5,6,5,6,5,5,singapore
249,singapore_clip2,NA,5,5,5,5,5,5,5,5,singapore
249,singapore_clip3,NA,5,5,5,5,5,5,4,5,singapore
249,singapore_clip5,NA,5,5,5,5,6,5,6,5,singapore
257,singapore_clip1,NA,3,3,3,3,3,3,3,3,singapore
257,singapore_clip2,NA,4,4,4,4,4,4,4,4,singapore
257,singapore_clip3,NA,3,3,3,3,3,3,3,3,singapore
257,singapore_clip5,NA,4,4,4,4,4,4,4,4,singapore
264,singapore_clip1,NA,3,3,3,3,4,3,3,3,singapore
264,singapore_clip2,NA,3,3,3,4,3,3,3,3,singapore
264,singapore_clip3,NA,4,3,3,3,3,3,3,3,singapore
264,singapore_clip5,NA,3,3,3,3,4,3,4,3,singapore
269,singapore_clip1,NA,3,3,3,3,4,3,3,4,singapore
269,singapore_clip2,NA,4,3,3,4,3,3,3,4,singapore
269,singapore_clip3,NA,3,3,3,4,4,4,3,4,singapore
269,singapore_clip5,NA,4,3,3,4,4,3,3,4,singapore
274,singapore_clip1,NA,4,2,4,3,4,4,3,3,singapore
274,singapore_clip2,NA,3,2,4,3,4,3,2,4,singapore
274,singapore_clip3,NA,5,3,5,4,5,5,2,4,singapore
274,singapore_clip5,NA,4,3,4,3,4,4,3,3,singapore
290,singapore_clip1,NA,3,3,4,4,4,4,3,3,singapore
290,singapore_clip2,NA,4,3,3,3,4,3,3,3,singapore
290,singapore_clip3,NA,4,4,4,3,4,4,4,3,singapore
290,singapore_clip5,NA,4,3,4,3,4,4,3,3,singapore
292,singapore_clip1,NA,3,4,4,4,4,4,3,4,singapore
292,singapore_clip2,NA,3,5,5,5,5,5,3,5,singapore
292,singapore_clip3,NA,3,5,5,5,5,5,3,5,singapore
292,singapore_clip5,NA,3,3,5,5,5,5,3,5,singapore
294,singapore_clip1,NA,3,3,3,3,3,3,3,3,singapore
294,singapore_clip2,NA,3,3,3,3,3,3,3,3,singapore
294,singapore_clip3,NA,3,3,3,3,3,3,3,3,singapore
294,singapore_clip5,NA,3,3,3,3,3,3,3,2,singapore
295,singapore_clip1,NA,4,3,3,4,4,4,2,4,singapore
295,singapore_clip2,NA,4,3,3,4,4,4,3,4,singapore
295,singapore_clip3,NA,4,3,3,4,4,4,3,4,singapore
295,singapore_clip5,NA,4,3,4,3,4,3,4,3,singapore
297,singapore_clip1,NA,3,3,3,3,3,3,3,3,singapore
297,singapore_clip2,NA,3,3,3,3,3,3,3,3,singapore
297,singapore_clip3,NA,3,3,3,3,3,3,3,3,singapore
297,singapore_clip5,NA,3,3,3,3,3,3,3,4,singapore
311,singapore_clip1,NA,4,3,4,3,4,3,4,3,singapore
311,singapore_clip2,NA,4,3,4,3,4,3,4,3,singapore
311,singapore_clip3,NA,4,3,4,3,4,3,4,3,singapore
311,singapore_clip5,NA,4,3,4,3,4,3,3,3,singapore
323,singapore_clip1,NA,5,3,3,3,3,3,3,3,singapore
323,singapore_clip2,NA,3,3,3,3,3,3,3,3,singapore
323,singapore_clip3,NA,3,3,3,3,3,3,3,3,singapore
323,singapore_clip5,NA,3,3,3,3,3,3,3,3,singapore
330,singapore_clip1,NA,5,5,4,5,5,5,3,5,singapore
330,singapore_clip2,NA,4,4,5,4,5,4,3,5,singapore
330,singapore_clip3,NA,5,5,5,4,5,5,3,5,singapore
330,singapore_clip5,NA,5,2,5,1,4,4,3,5,singapore
332,singapore_clip1,NA,3,3,4,4,3,4,1,3,singapore
332,singapore_clip2,NA,3,4,4,2,3,4,1,5,singapore
332,singapore_clip3,NA,4,3,4,4,4,4,2,4,singapore
332,singapore_clip5,NA,4,3,5,4,4,4,4,4,singapore
339,singapore_clip1,NA,2,3,3,2,3,1,3,2,singapore
339,singapore_clip2,NA,3,3,3,2,3,2,3,4,singapore
339,singapore_clip3,NA,4,3,3,4,4,4,3,4,singapore
339,singapore_clip5,NA,4,3,4,3,3,3,4,4,singapore
34,singapore_clip1,NA,2,2,2,2,2,2,2,2,singapore
34,singapore_clip2,NA,2,2,2,2,2,2,2,4,singapore
34,singapore_clip3,NA,2,2,2,2,2,2,2,2,singapore
34,singapore_clip5,NA,3,3,4,2,4,4,2,4,singapore
347,singapore_clip1,NA,3,3,3,3,3,3,3,3,singapore
347,singapore_clip2,NA,3,3,3,3,3,3,3,3,singapore
347,singapore_clip3,NA,3,3,3,3,3,3,3,3,singapore
347,singapore_clip5,NA,3,3,3,3,3,3,3,3,singapore
352,singapore_clip1,NA,4,2,4,3,4,4,3,4,singapore
352,singapore_clip2,NA,5,5,5,5,5,4,5,5,singapore
352,singapore_clip3,NA,4,3,4,3,4,3,3,4,singapore
352,singapore_clip5,NA,5,5,5,4,4,4,5,5,singapore
358,singapore_clip1,NA,4,4,4,4,4,4,4,4,singapore
358,singapore_clip2,NA,3,3,3,2,4,3,3,3,singapore
358,singapore_clip3,NA,3,3,3,3,3,3,3,3,singapore
358,singapore_clip5,NA,3,3,3,3,3,3,3,3,singapore
363,singapore_clip1,NA,4,5,4,2,3,3,3,4,singapore
363,singapore_clip2,NA,3,1,3,1,1,2,1,2,singapore
363,singapore_clip3,NA,2,4,4,1,2,1,1,1,singapore
363,singapore_clip5,NA,2,4,4,2,3,2,2,2,singapore
44,singapore_clip1,NA,4,3,5,5,5,4,5,3,singapore
44,singapore_clip2,NA,4,2,5,4,6,5,6,4,singapore
44,singapore_clip3,NA,4,4,3,4,4,3,3,3,singapore
44,singapore_clip5,NA,4,4,4,4,5,4,4,3,singapore
52,singapore_clip1,NA,4,3,3,3,3,4,3,4,singapore
52,singapore_clip2,NA,3,3,3,2,3,4,3,3,singapore
52,singapore_clip3,NA,3,3,3,3,3,4,3,4,singapore
52,singapore_clip5,NA,3,3,3,4,3,4,3,4,singapore
69,singapore_clip1,NA,3,3,3,3,3,3,3,3,singapore
69,singapore_clip2,NA,3,3,3,3,3,3,3,3,singapore
69,singapore_clip3,NA,3,3,3,3,3,3,3,3,singapore
69,singapore_clip5,NA,3,3,3,3,3,3,3,3,singapore
70,singapore_clip1,NA,3,3,3,3,3,3,3,3,singapore
70,singapore_clip2,NA,3,3,3,3,3,3,3,3,singapore
70,singapore_clip3,NA,3,3,3,3,4,3,3,4,singapore
70,singapore_clip5,NA,3,3,4,3,4,3,3,3,singapore
83,singapore_clip1,NA,4,3,3,4,4,4,4,4,singapore
83,singapore_clip2,NA,4,3,4,4,4,4,4,4,singapore
83,singapore_clip3,NA,3,3,3,3,3,3,3,5,singapore
83,singapore_clip5,NA,4,3,4,4,4,4,4,4,singapore
91,singapore_clip1,NA,3,3,3,3,4,4,3,3,singapore
91,singapore_clip2,NA,4,3,3,4,3,5,3,4,singapore
91,singapore_clip3,NA,4,3,3,3,4,4,3,4,singapore
91,singapore_clip5,NA,4,3,3,3,4,4,3,3,singapore
